case_name,regime,variant,k,case_seed,scenario,method,method_seed,f_found,f_oracle,gap,recovered,oracle_verified,allocation,spend_fraction,n_function_evals,wall_time_s,censored,timestamp,censor_reason
Study_linear_k02_s25,convex,linear,2,25,Scenario 02,basin_hopping,25,97.60184932195567,97.60184929778833,-2.4167334800040408e-08,True,True,"[4.97336074853042e-08, 99.99999995026639]",1.0,138.0,0.24081819999264553,False,2026-07-22T13:56:08+00:00,
Study_linear_k02_s24,convex,linear,2,24,Scenario 02,genetic_algorithm,24,98.49586807270396,98.49586807270396,0.0,True,True,"[100.0, 0.0]",1.0,3050.0,5.647905699996045,False,2026-07-22T13:56:09+00:00,
Study_linear_k02_s25,convex,linear,2,25,Scenario 02,slsqp,25,97.60184931756777,97.60184929778833,-1.977943497877277e-08,True,True,"[4.070379587281723e-08, 99.9999999592962]",1.0,600.0,1.0583905999956187,False,2026-07-22T13:56:09+00:00,
Study_linear_k02_s25,convex,linear,2,25,Scenario 02,grid,25,97.60184929778833,97.60184929778833,0.0,True,True,"[0.0, 100.0]",1.0,,1.1031311999831814,False,2026-07-22T13:56:09+00:00,
Study_linear_k02_s25,convex,linear,2,25,Scenario 03,basin_hopping,25,98.30505498998505,98.3050549658177,-2.4167349010895123e-08,True,True,"[4.97336074853042e-08, 99.99999995026639]",1.0,138.0,0.2803546999930404,False,2026-07-22T13:56:09+00:00,
Study_linear_k02_s24,convex,linear,2,24,Scenario 03,genetic_algorithm,24,100.0,100.0,0.0,True,True,"[100.0, 0.0]",1.0,3050.0,4.034378700016532,False,2026-07-22T13:56:10+00:00,
Study_linear_k02_s25,convex,linear,2,25,Scenario 03,slsqp,25,98.30505499415885,98.3050549658177,-2.8341148095023527e-08,True,True,"[5.832281321156602e-08, 99.99999994167719]",1.0,600.0,0.9443501000059769,False,2026-07-22T13:56:10+00:00,
Study_linear_k02_s25,convex,linear,2,25,Scenario 03,grid,25,98.3050549658177,98.3050549658177,0.0,True,True,"[0.0, 100.0]",1.0,,1.0860871000040788,False,2026-07-22T13:56:10+00:00,
Study_linear_k02_s26,convex,linear,2,26,Scenario 01,basin_hopping,26,96.68247248021164,96.68247246452212,-1.5689522570028203e-08,True,True,"[99.99999996946404, 3.053595708690935e-08]",1.0,141.0,0.24446180000086315,False,2026-07-22T13:56:11+00:00,
Study_linear_k02_s26,convex,linear,2,26,Scenario 01,grid,26,96.68247246452212,96.68247246452212,0.0,True,True,"[100.0, 0.0]",1.0,,1.0376394000195432,False,2026-07-22T13:56:11+00:00,
Study_linear_k02_s26,convex,linear,2,26,Scenario 01,slsqp,26,96.68247250234663,96.68247246452212,-3.782450619382871e-08,True,True,"[99.99999992638348, 7.361652393365776e-08]",1.0,600.0,0.8808680000074673,False,2026-07-22T13:56:11+00:00,
Study_linear_k02_s25,convex,linear,2,25,Scenario 01,genetic_algorithm,25,96.89864362975894,96.89864362975894,0.0,True,True,"[0.0, 100.0]",1.0,3050.0,4.132509499992011,False,2026-07-22T13:56:11+00:00,
Study_linear_k02_s26,convex,linear,2,26,Scenario 02,basin_hopping,26,98.34123624675553,98.34123623226105,-1.4494474953608005e-08,True,True,"[99.99999997178993, 2.8210063964342335e-08]",1.0,141.0,0.1884626999963075,False,2026-07-22T13:56:12+00:00,
Study_linear_k02_s26,convex,linear,2,26,Scenario 02,slsqp,26,98.3412362602087,98.34123623226105,-2.7947649527959584e-08,True,True,"[99.99999994560648, 5.4393522989471864e-08]",1.0,600.0,1.0214066000189632,False,2026-07-22T13:56:12+00:00,
Study_linear_k02_s26,convex,linear,2,26,Scenario 02,grid,26,98.34123623226105,98.34123623226105,0.0,True,True,"[100.0, 0.0]",1.0,,1.0541191000083927,False,2026-07-22T13:56:12+00:00,
Study_linear_k02_s25,convex,linear,2,25,Scenario 02,genetic_algorithm,25,97.60184929778833,97.60184929778833,0.0,True,True,"[0.0, 100.0]",1.0,3050.0,3.9602924000064377,False,2026-07-22T13:56:12+00:00,
Study_linear_k02_s26,convex,linear,2,26,Scenario 03,basin_hopping,26,100.0,100.0,0.0,True,True,"[99.9999999791419, 2.0858093026189604e-08]",1.0,141.0,0.16157359999488108,False,2026-07-22T13:56:13+00:00,
Study_linear_k02_s25,convex,linear,2,25,Scenario 03,genetic_algorithm,25,98.3050549658177,98.3050549658177,0.0,True,True,"[0.0, 100.0]",1.0,3050.0,3.7017301000014413,False,2026-07-22T13:56:13+00:00,
Study_linear_k02_s26,convex,linear,2,26,Scenario 03,slsqp,26,100.0,100.0,0.0,True,True,"[99.9999999791419, 2.0858093026189604e-08]",1.0,600.0,0.8494561999978032,False,2026-07-22T13:56:13+00:00,
Study_linear_k02_s26,convex,linear,2,26,Scenario 03,grid,26,100.0,100.0,0.0,True,True,"[100.0, 0.0]",1.0,,0.9884121000068262,False,2026-07-22T13:56:13+00:00,
Study_linear_k02_s27,convex,linear,2,27,Scenario 01,basin_hopping,27,98.95610156854296,98.95610155937018,-9.172779869004444e-09,True,True,"[4.191832434960245e-08, 99.99999995808167]",1.0,144.0,0.23050380000495352,False,2026-07-22T13:56:14+00:00,
Study_linear_k02_s26,convex,linear,2,26,Scenario 01,genetic_algorithm,26,96.68247246452212,96.68247246452212,0.0,True,True,"[100.0, 0.0]",1.0,3050.0,3.6568443000141997,False,2026-07-22T13:56:14+00:00,
Study_linear_k02_s27,convex,linear,2,27,Scenario 01,slsqp,27,98.95610157107474,98.95610155937018,-1.1704557323355402e-08,True,True,"[5.34881694205575e-08, 99.99999994651183]",1.0,600.0,0.8735167999984697,False,2026-07-22T13:56:14+00:00,
Study_linear_k02_s27,convex,linear,2,27,Scenario 01,grid,27,98.95610155937018,98.95610155937018,0.0,True,True,"[0.0, 100.0]",1.0,,0.9420031999761704,False,2026-07-22T13:56:14+00:00,
Study_linear_k02_s27,convex,linear,2,27,Scenario 02,basin_hopping,27,99.47805078410303,99.47805077968508,-4.41795577899029e-09,True,True,"[2.0189416800962594e-08, 99.99999997981058]",1.0,144.0,0.1713090999983251,False,2026-07-22T13:56:15+00:00,
Study_linear_k02_s26,convex,linear,2,26,Scenario 02,genetic_algorithm,26,98.34123623226105,98.34123623226105,0.0,True,True,"[100.0, 0.0]",1.0,3050.0,3.4676297000260092,False,2026-07-22T13:56:15+00:00,
Study_linear_k02_s27,convex,linear,2,27,Scenario 02,slsqp,27,99.47805079197208,99.47805077968508,-1.2287003414712672e-08,True,True,"[5.614986250579661e-08, 99.99999994385014]",1.0,600.0,0.8480863000149839,False,2026-07-22T13:56:15+00:00,
Study_linear_k02_s27,convex,linear,2,27,Scenario 02,grid,27,99.47805077968508,99.47805077968508,0.0,True,True,"[0.0, 100.0]",1.0,,1.060531000024639,False,2026-07-22T13:56:15+00:00,
Study_linear_k02_s27,convex,linear,2,27,Scenario 03,basin_hopping,27,99.99999999999999,99.99999999999999,0.0,True,True,"[1.958855299804422e-08, 99.99999998041145]",1.0,144.0,0.27344350001658313,False,2026-07-22T13:56:16+00:00,
Study_linear_k02_s26,convex,linear,2,26,Scenario 03,genetic_algorithm,26,100.0,100.0,0.0,True,True,"[100.0, 0.0]",1.0,3050.0,3.560534899996128,False,2026-07-22T13:56:16+00:00,
Study_linear_k02_s27,convex,linear,2,27,Scenario 03,slsqp,27,99.99999999999999,99.99999999999999,0.0,True,True,"[1.958855299804422e-08, 99.99999998041145]",1.0,600.0,0.9019269999989774,False,2026-07-22T13:56:16+00:00,
Study_linear_k02_s27,convex,linear,2,27,Scenario 03,grid,27,99.99999999999999,99.99999999999999,0.0,True,True,"[0.0, 100.0]",1.0,,0.9990333000023384,False,2026-07-22T13:56:16+00:00,
Study_linear_k02_s28,convex,linear,2,28,Scenario 01,basin_hopping,28,97.86970603654066,97.86970602744343,-9.09723496533843e-09,True,True,"[3.2365066172174144e-08, 99.99999996763493]",1.0,141.0,0.23611779999919236,False,2026-07-22T13:56:17+00:00,
Study_linear_k02_s28,convex,linear,2,28,Scenario 01,slsqp,28,97.86970604356594,97.86970602744343,-1.6122513102345692e-08,True,True,"[5.735875104924801e-08, 99.99999994264125]",1.0,600.0,0.9636723000148777,False,2026-07-22T13:56:17+00:00,
Study_linear_k02_s27,convex,linear,2,27,Scenario 01,genetic_algorithm,27,98.95610155937018,98.95610155937018,0.0,True,True,"[0.0, 100.0]",1.0,3050.0,3.6448712999990676,False,2026-07-22T13:56:17+00:00,
Study_linear_k02_s28,convex,linear,2,28,Scenario 01,grid,28,97.86970602744343,97.86970602744343,0.0,True,True,"[0.0, 100.0]",1.0,,0.9901121000002604,False,2026-07-22T13:56:17+00:00,
Study_linear_k02_s28,convex,linear,2,28,Scenario 02,basin_hopping,28,98.93485302569896,98.93485301372172,-1.1977235203630698e-08,True,True,"[4.26111812319946e-08, 99.99999995738882]",1.0,141.0,0.14662739998311736,False,2026-07-22T13:56:18+00:00,
Study_linear_k02_s28,convex,linear,2,28,Scenario 02,slsqp,28,98.93485302569896,98.93485301372172,-1.1977235203630698e-08,True,True,"[4.26111812319946e-08, 99.99999995738882]",1.0,600.0,0.93102980000549,False,2026-07-22T13:56:18+00:00,
Study_linear_k02_s28,convex,linear,2,28,Scenario 02,grid,28,98.93485301372172,98.93485301372172,0.0,True,True,"[0.0, 100.0]",1.0,,1.0826379000209272,False,2026-07-22T13:56:19+00:00,
Study_linear_k02_s27,convex,linear,2,27,Scenario 02,genetic_algorithm,27,99.47805077968508,99.47805077968508,0.0,True,True,"[0.0, 100.0]",1.0,3050.0,3.7841688000189606,False,2026-07-22T13:56:19+00:00,
Study_linear_k02_s28,convex,linear,2,28,Scenario 03,basin_hopping,28,100.0,100.0,0.0,True,True,"[4.26111812319946e-08, 99.99999995738882]",1.0,141.0,0.24331160000292584,False,2026-07-22T13:56:19+00:00,
Study_linear_k02_s28,convex,linear,2,28,Scenario 03,slsqp,28,100.0,100.0,0.0,True,True,"[4.26111812319946e-08, 99.99999995738882]",1.0,600.0,0.9559050000098068,False,2026-07-22T13:56:20+00:00,
Study_linear_k02_s27,convex,linear,2,27,Scenario 03,genetic_algorithm,27,99.99999999999999,99.99999999999999,0.0,True,True,"[0.0, 100.0]",1.0,3050.0,3.7715306999743916,False,2026-07-22T13:56:20+00:00,
Study_linear_k02_s28,convex,linear,2,28,Scenario 03,grid,28,100.0,100.0,0.0,True,True,"[0.0, 100.0]",1.0,,1.058276699972339,False,2026-07-22T13:56:20+00:00,
Study_linear_k02_s29,convex,linear,2,29,Scenario 01,basin_hopping,29,90.94437626285034,90.94437621953443,-4.3315907305441215e-08,True,True,"[5.0808068837447124e-08, 99.99999994919193]",1.0,135.0,0.24184319999767467,False,2026-07-22T13:56:20+00:00,
Study_linear_k02_s29,convex,linear,2,29,Scenario 01,slsqp,29,90.94437626262938,90.94437621953443,-4.309494272547454e-08,True,True,"[5.054886506815061e-08, 99.99999994945114]",1.0,600.0,0.9316931999928784,False,2026-07-22T13:56:21+00:00,
Study_linear_k02_s29,convex,linear,2,29,Scenario 01,grid,29,90.94437621953443,90.94437621953443,0.0,True,True,"[0.0, 100.0]",1.0,,0.9730112999968696,False,2026-07-22T13:56:21+00:00,
Study_linear_k02_s28,convex,linear,2,28,Scenario 01,genetic_algorithm,28,97.86970602744343,97.86970602744343,0.0,True,True,"[0.0, 100.0]",1.0,3050.0,3.7493511000066064,False,2026-07-22T13:56:21+00:00,
Study_linear_k02_s29,convex,linear,2,29,Scenario 02,basin_hopping,29,91.96126023533819,91.96126020976033,-2.5577861606507213e-08,True,True,"[3.0001956465733296e-08, 99.99999996999804]",1.0,135.0,0.2440028999990318,False,2026-07-22T13:56:21+00:00,
Study_linear_k02_s28,convex,linear,2,28,Scenario 02,genetic_algorithm,28,98.93485301372172,98.93485301372172,0.0,True,True,"[0.0, 100.0]",1.0,3050.0,3.5587855000048876,False,2026-07-22T13:56:21+00:00,
Study_linear_k02_s29,convex,linear,2,29,Scenario 02,slsqp,29,91.96126024711651,91.96126020976033,-3.735618747668923e-08,True,True,"[4.381752736504918e-08, 99.99999995618248]",1.0,600.0,0.8685974999971222,False,2026-07-22T13:56:22+00:00,
Study_linear_k02_s29,convex,linear,2,29,Scenario 02,grid,29,91.96126020976033,91.96126020976033,0.0,True,True,"[0.0, 100.0]",1.0,,0.9992725000192877,False,2026-07-22T13:56:22+00:00,
Study_linear_k02_s29,convex,linear,2,29,Scenario 03,basin_hopping,29,92.97814423154776,92.97814419998619,-3.156156935801846e-08,True,True,"[6.31231230081692e-08, 99.99999993687688]",1.0,135.0,0.2602045999956317,False,2026-07-22T13:56:22+00:00,
Study_linear_k02_s29,convex,linear,2,29,Scenario 03,slsqp,29,92.97814422920749,92.97814419998619,-2.9221297381809563e-08,True,True,"[5.844259517355297e-08, 99.9999999415574]",1.0,600.0,0.9246867999900132,False,2026-07-22T13:56:23+00:00,
Study_linear_k02_s29,convex,linear,2,29,Scenario 03,grid,29,92.97814419998619,92.97814419998619,0.0,True,True,"[0.0, 100.0]",1.0,,0.9791733000020031,False,2026-07-22T13:56:23+00:00,
Study_linear_k02_s28,convex,linear,2,28,Scenario 03,genetic_algorithm,28,100.0,100.0,0.0,True,True,"[0.0, 100.0]",1.0,3050.0,3.578987999993842,False,2026-07-22T13:56:23+00:00,
Study_linear_k03_s0,convex,linear,3,0,Scenario 01,basin_hopping,0,92.9708445977235,92.97084455845228,-3.927121383640042e-08,True,True,"[6.562527735049368e-08, 6.235012498315597e-08, 99.9999998720246]",1.0,188.0,0.345573600003263,False,2026-07-22T13:56:23+00:00,
Study_linear_k02_s29,convex,linear,2,29,Scenario 01,genetic_algorithm,29,90.94437621953443,90.94437621953443,0.0,True,True,"[0.0, 100.0]",1.0,3050.0,3.556466999987606,False,2026-07-22T13:56:24+00:00,
Study_linear_k03_s0,convex,linear,3,0,Scenario 01,slsqp,0,92.97084461580523,92.97084455845228,-5.735294905662158e-08,True,True,"[9.619794942660597e-08, 9.042770404476357e-08, 99.99999981337434]",1.0,800.0,1.3094353000051342,False,2026-07-22T13:56:24+00:00,
Study_linear_k02_s29,convex,linear,2,29,Scenario 02,genetic_algorithm,29,91.96126020976033,91.96126020976033,0.0,True,True,"[0.0, 100.0]",1.0,3050.0,3.5844074000196997,False,2026-07-22T13:56:25+00:00,
Study_linear_k03_s0,convex,linear,3,0,Scenario 02,basin_hopping,0,93.51031437059021,93.51031434154919,-2.904101847889251e-08,True,True,"[4.855591202292811e-08, 4.60617127337408e-08, 99.99999990538238]",1.0,188.0,0.30989469998166896,False,2026-07-22T13:56:25+00:00,
Study_linear_k03_s0,convex,linear,3,0,Scenario 02,slsqp,0,93.51031439731725,93.51031434154919,-5.576805506279925e-08,True,True,"[8.843264992767496e-08, 9.695573770296438e-08, 99.99999981461161]",1.0,800.0,1.5197297999984585,False,2026-07-22T13:56:26+00:00,
Study_linear_k02_s29,convex,linear,2,29,Scenario 03,genetic_algorithm,29,92.97814419998619,92.97814419998619,0.0,True,True,"[0.0, 100.0]",1.0,3050.0,3.9594810999988113,False,2026-07-22T13:56:26+00:00,
Study_linear_k03_s0,convex,linear,3,0,Scenario 03,slsqp,0,94.04978417916871,94.04978412464611,-5.452260154470423e-08,True,True,"[8.766958254647974e-08, 9.264833050695514e-08, 99.99999981968209]",1.0,800.0,1.4323789000045508,False,2026-07-22T13:56:28+00:00,
Study_linear_k03_s0,convex,linear,3,0,Scenario 01,genetic_algorithm,0,92.97084455845228,92.97084455845228,0.0,True,True,"[0.0, 0.0, 100.0]",1.0,3050.0,4.362271499994677,False,2026-07-22T13:56:28+00:00,
Study_linear_k03_s0,convex,linear,3,0,Scenario 03,basin_hopping,0,94.04978416271696,94.04978412464611,-3.807085136031674e-08,True,True,"[6.328646453183521e-08, 6.103277875497407e-08, 99.99999987568076]",1.0,188.0,0.4391269000188913,False,2026-07-22T13:56:28+00:00,
Study_linear_k03_s0,convex,linear,3,0,Scenario 02,genetic_algorithm,0,93.51031434154919,93.51031434154919,0.0,True,True,"[0.0, 0.0, 100.0]",1.0,3050.0,4.617825499997707,False,2026-07-22T13:56:30+00:00,
Study_linear_k03_s1,convex,linear,3,1,Scenario 01,slsqp,1,94.94681757504037,94.94681750756004,-6.7480328880265e-08,True,True,"[7.784267873297116e-08, 4.757222387825683e-08, 99.9999998745851]",1.0,800.0,0.9168620999844279,False,2026-07-22T13:56:31+00:00,
Study_linear_k03_s1,convex,linear,3,1,Scenario 01,basin_hopping,1,94.94681755572923,94.94681750756004,-4.816918419692229e-08,True,True,"[5.623523690314344e-08, 3.2768449036136166e-08, 99.99999991099631]",1.0,211.0,0.2706037000170909,False,2026-07-22T13:56:31+00:00,
Study_linear_k03_s0,convex,linear,3,0,Scenario 03,genetic_algorithm,0,94.04978412464611,94.04978412464611,0.0,True,True,"[0.0, 0.0, 100.0]",1.0,3050.0,3.646741699980339,False,2026-07-22T13:56:31+00:00,
Study_linear_k03_s1,convex,linear,3,1,Scenario 01,genetic_algorithm,1,94.94681750756004,94.94681750756004,0.0,True,True,"[0.0, 0.0, 100.0]",1.0,3050.0,3.268960400018841,False,2026-07-22T13:56:34+00:00,
Study_linear_k03_s1,convex,linear,3,1,Scenario 02,slsqp,1,96.02292423135921,96.02292417148767,-5.987153883779683e-08,True,True,"[6.926358576206468e-08, 4.185590758221941e-08, 99.99999988888051]",1.0,800.0,0.8125913999974728,False,2026-07-22T13:56:35+00:00,
Study_linear_k03_s1,convex,linear,3,1,Scenario 02,basin_hopping,1,96.022924242526,96.02292417148767,-7.103832899701956e-08,True,True,"[8.263900490537886e-08, 4.8850162739526966e-08, 99.99999986851083]",1.0,200.0,0.26597720000427216,False,2026-07-22T13:56:36+00:00,
Study_linear_k03_s1,convex,linear,3,1,Scenario 02,genetic_algorithm,1,96.02292417148767,96.02292417148767,0.0,True,True,"[0.0, 0.0, 100.0]",1.0,3050.0,5.917487700004131,False,2026-07-22T13:56:42+00:00,
Study_linear_k03_s0,convex,linear,3,0,Scenario 01,grid,0,92.97084455845228,92.97084455845228,0.0,True,True,"[0.0, 0.0, 100.0]",1.0,,39.696237099997234,False,2026-07-22T13:57:02+00:00,
Study_linear_k03_s0,convex,linear,3,0,Scenario 02,grid,0,93.51031434154919,93.51031434154919,0.0,True,True,"[0.0, 0.0, 100.0]",1.0,,39.21096559998114,False,2026-07-22T13:57:03+00:00,
Study_linear_k03_s1,convex,linear,3,1,Scenario 03,basin_hopping,1,97.09903087154521,97.0990308354153,-3.612990440160502e-08,True,True,"[4.2300804497630434e-08, 2.4363480661116755e-08, 99.99999993333572]",1.0,211.0,0.4713884000084363,False,2026-07-22T13:57:03+00:00,
Study_linear_k03_s1,convex,linear,3,1,Scenario 03,slsqp,1,97.09903090860585,97.0990308354153,-7.319054873278219e-08,True,True,"[8.924430072017794e-08, 4.303708963368176e-08, 99.99999986771861]",1.0,800.0,1.1840338000038173,False,2026-07-22T13:57:04+00:00,
Study_linear_k03_s0,convex,linear,3,0,Scenario 03,grid,0,94.04978412464611,94.04978412464611,0.0,True,True,"[0.0, 0.0, 100.0]",1.0,,39.804857699986314,False,2026-07-22T13:57:05+00:00,
Study_linear_k03_s2,convex,linear,3,2,Scenario 01,slsqp,2,89.1729407719136,89.17294062254592,-1.4936767911422066e-07,True,True,"[99.99999981117399, 8.163963933899047e-08, 1.071863595855073e-07]",1.0,892.0,1.5344677999964915,False,2026-07-22T13:57:07+00:00,
Study_linear_k03_s2,convex,linear,3,2,Scenario 01,basin_hopping,2,89.1729407169366,89.17294062254592,-9.439067127914313e-08,True,True,"[99.99999988090276, 5.059413090782842e-08, 6.850310865948394e-08]",1.0,200.0,0.21691410001949407,False,2026-07-22T13:57:07+00:00,
Study_linear_k03_s1,convex,linear,3,1,Scenario 01,grid,1,94.94681750756004,94.94681750756004,0.0,True,True,"[0.0, 0.0, 100.0]",1.0,,39.29393210000126,False,2026-07-22T13:57:08+00:00,
Study_linear_k03_s1,convex,linear,3,1,Scenario 03,genetic_algorithm,1,97.0990308354153,97.0990308354153,0.0,True,True,"[0.0, 0.0, 100.0]",1.0,3050.0,4.39568999997573,False,2026-07-22T13:57:08+00:00,
Study_linear_k03_s2,convex,linear,3,2,Scenario 02,slsqp,2,89.6246766359501,89.62467644716276,-1.8878733953897608e-07,True,True,"[99.99999976263541, 9.753848816569785e-08, 1.398261003660619e-07]",1.0,892.0,0.8669829999853391,False,2026-07-22T13:57:09+00:00,
Study_linear_k03_s2,convex,linear,3,2,Scenario 02,basin_hopping,2,89.62467655209615,89.62467644716276,-1.0493339175354777e-07,True,True,"[99.99999986730232, 5.7545754196496694e-08, 7.515192902449266e-08]",1.0,200.0,0.1938156000105664,False,2026-07-22T13:57:09+00:00,
Study_linear_k03_s2,convex,linear,3,2,Scenario 01,genetic_algorithm,2,89.17294062254592,89.17294062254592,0.0,True,True,"[100.0, 0.0, 0.0]",1.0,3050.0,2.554998599982355,False,2026-07-22T13:57:10+00:00,
Study_linear_k03_s1,convex,linear,3,1,Scenario 02,grid,1,96.02292417148767,96.02292417148767,0.0,True,True,"[0.0, 0.0, 100.0]",1.0,,38.843557799991686,False,2026-07-22T13:57:10+00:00,
Study_linear_k03_s2,convex,linear,3,2,Scenario 03,slsqp,2,90.07641237409871,90.07641227177957,-1.0231913449842978e-07,True,True,"[99.99999983196967, 7.135256123947846e-08, 9.667776007935546e-08]",1.0,892.0,0.9835908000241034,False,2026-07-22T13:57:11+00:00,
Study_linear_k03_s2,convex,linear,3,2,Scenario 03,basin_hopping,2,90.07641234607317,90.07641227177957,-7.429359527577617e-08,True,True,"[99.99999987778985, 5.2808601871256814e-08, 6.940155108781629e-08]",1.0,200.0,0.18849760000011884,False,2026-07-22T13:57:12+00:00,
Study_linear_k03_s2,convex,linear,3,2,Scenario 02,genetic_algorithm,2,89.62467644716276,89.62467644716276,0.0,True,True,"[100.0, 0.0, 0.0]",1.0,3050.0,2.6476026000163984,False,2026-07-22T13:57:12+00:00,
Study_linear_k03_s2,convex,linear,3,2,Scenario 03,genetic_algorithm,2,90.07641227177957,90.07641227177957,0.0,True,True,"[100.0, 0.0, 0.0]",1.0,3050.0,2.4745675000012852,False,2026-07-22T13:57:14+00:00,
Study_linear_k03_s3,convex,linear,3,3,Scenario 01,slsqp,3,92.63096507378273,92.63096497923338,-9.454934968289308e-08,True,True,"[8.171084909212249e-08, 4.779987510721291e-08, 99.99999987048928]",1.0,800.0,0.9851971000025515,False,2026-07-22T13:57:15+00:00,
Study_linear_k03_s3,convex,linear,3,3,Scenario 01,basin_hopping,3,92.63096503845925,92.63096497923338,-5.922586865381163e-08,True,True,"[4.614668088288713e-08, 3.634742087642849e-08, 99.9999999175059]",1.0,192.0,0.1672164000046905,False,2026-07-22T13:57:15+00:00,
Study_linear_k03_s1,convex,linear,3,1,Scenario 03,grid,1,97.0990308354153,97.0990308354153,0.0,True,True,"[0.0, 0.0, 100.0]",1.0,,34.616945599991595,False,2026-07-22T13:57:16+00:00,
Study_linear_k03_s3,convex,linear,3,3,Scenario 01,genetic_algorithm,3,92.63096497923338,92.63096497923338,0.0,True,True,"[0.0, 0.0, 100.0]",1.0,3050.0,2.8176816000195686,False,2026-07-22T13:57:18+00:00,
Study_linear_k03_s3,convex,linear,3,3,Scenario 02,slsqp,3,93.67293577990402,93.67293567681689,-1.0308713171980344e-07,True,True,"[8.740860245434025e-08, 5.425344887874247e-08, 99.99999985833794]",1.0,800.0,0.7201943999971263,False,2026-07-22T13:57:19+00:00,
Study_linear_k03_s3,convex,linear,3,3,Scenario 02,basin_hopping,3,93.67293576966742,93.67293567681689,-9.285052726681897e-08,True,True,"[7.27723658170465e-08, 5.6440747835741526e-08, 99.99999987078688]",1.0,192.0,0.1914363000250887,False,2026-07-22T13:57:19+00:00,
Study_linear_k03_s3,convex,linear,3,3,Scenario 02,genetic_algorithm,3,93.67293567681689,93.67293567681689,0.0,True,True,"[0.0, 0.0, 100.0]",1.0,3050.0,2.5848833000054583,False,2026-07-22T13:57:22+00:00,
Study_linear_k03_s2,convex,linear,3,2,Scenario 01,grid,2,89.17294062254592,89.17294062254592,0.0,True,True,"[100.0, 0.0, 0.0]",1.0,,24.978494699986186,False,2026-07-22T13:57:29+00:00,
Study_linear_k03_s3,convex,linear,3,3,Scenario 03,slsqp,3,94.71490640576152,94.7149063744004,-3.1361125252260535e-08,True,True,"[8.286898932633106e-08, 6.43316926559665e-08, 99.99999985279932]",1.0,800.0,0.7360276999825146,False,2026-07-22T13:57:30+00:00,
Study_linear_k03_s3,convex,linear,3,3,Scenario 03,basin_hopping,3,94.7149063935737,94.7149063744004,-1.917329939260526e-08,True,True,"[5.138009457730335e-08, 3.824824065148634e-08, 99.99999991037167]",1.0,192.0,0.18558270001085475,False,2026-07-22T13:57:30+00:00,
Study_linear_k03_s2,convex,linear,3,2,Scenario 02,grid,2,89.62467644716276,89.62467644716276,0.0,True,True,"[100.0, 0.0, 0.0]",1.0,,23.392717800015816,False,2026-07-22T13:57:31+00:00,
Study_linear_k03_s3,convex,linear,3,3,Scenario 03,genetic_algorithm,3,94.7149063744004,94.7149063744004,0.0,True,True,"[0.0, 0.0, 100.0]",1.0,3050.0,2.592746000009356,False,2026-07-22T13:57:32+00:00,
Study_linear_k03_s2,convex,linear,3,2,Scenario 03,grid,2,90.07641227177957,90.07641227177957,0.0,True,True,"[100.0, 0.0, 0.0]",1.0,,23.40142830001423,False,2026-07-22T13:57:33+00:00,
Study_linear_k03_s4,convex,linear,3,4,Scenario 01,slsqp,4,95.74525322729454,95.74525318936603,-3.7928515439489274e-08,True,True,"[99.99999989570084, 5.237003047975511e-08, 5.1929132467671306e-08]",1.0,800.0,1.031554099987261,False,2026-07-22T13:57:34+00:00,
Study_linear_k03_s4,convex,linear,3,4,Scenario 01,basin_hopping,4,95.74525324055851,95.74525318936603,-5.119248669416265e-08,True,True,"[99.99999985852384, 7.207745501353215e-08, 6.939870890350635e-08]",1.0,188.0,0.1714452000160236,False,2026-07-22T13:57:34+00:00,
Study_linear_k03_s3,convex,linear,3,3,Scenario 01,grid,3,92.63096497923338,92.63096497923338,0.0,True,True,"[0.0, 0.0, 100.0]",1.0,,23.46565399999963,False,2026-07-22T13:57:35+00:00,
Study_linear_k03_s4,convex,linear,3,4,Scenario 02,slsqp,4,96.39710866257262,96.39710861591621,-4.6656410290779604e-08,True,True,"[99.99999987162606, 6.456795090297257e-08, 6.380599096436267e-08]",1.0,800.0,0.8276765000191517,False,2026-07-22T13:57:36+00:00,
Study_linear_k03_s4,convex,linear,3,4,Scenario 01,genetic_algorithm,4,95.74525318936603,95.74525318936603,0.0,True,True,"[100.0, 0.0, 0.0]",1.0,3050.0,3.0842024000012316,False,2026-07-22T13:57:37+00:00,
Study_linear_k03_s4,convex,linear,3,4,Scenario 02,basin_hopping,4,96.39710866279607,96.39710861591621,-4.687986177032144e-08,True,True,"[99.99999987045385, 6.598241944267674e-08, 6.356373197328267e-08]",1.0,188.0,0.3737028999894392,False,2026-07-22T13:57:37+00:00,
Study_linear_k03_s4,convex,linear,3,4,Scenario 02,genetic_algorithm,4,96.39710861591621,96.39710861591621,0.0,True,True,"[100.0, 0.0, 0.0]",1.0,3050.0,2.8802713000040967,False,2026-07-22T13:57:40+00:00,
Study_linear_k03_s3,convex,linear,3,3,Scenario 02,grid,3,93.67293567681689,93.67293567681689,0.0,True,True,"[0.0, 0.0, 100.0]",1.0,,24.116631600016262,False,2026-07-22T13:57:40+00:00,
Study_linear_k03_s4,convex,linear,3,4,Scenario 03,slsqp,4,97.0489640891228,97.0489640424664,-4.6656410290779604e-08,True,True,"[99.99999987162606, 6.456795090297257e-08, 6.380599096436267e-08]",1.0,800.0,0.8048543000186328,False,2026-07-22T13:57:41+00:00,
